strategy,round,rx_id,selection_phase,rx_col,rx_row,rx_height_m,signal_true_norm,signal_pred_norm,building_density_nearby,path_building_ratio_simple
random,2,r304_c464_z130,active,464.0,304.0,130.0,0.6431373,0.62741745,0.0,0.0006291946
random,2,r416_c336_z120,active,336.0,416.0,120.0,0.6509804,0.6287842,0.16,0.0006291946
random,2,r368_c384_z130,active,384.0,368.0,130.0,0.64705884,0.6259175,0.6,0.0006291946
random,2,r384_c96_z100,active,96.0,384.0,100.0,0.654902,0.64040285,0.0,0.0
random,2,r368_c432_z110,active,432.0,368.0,110.0,0.6509804,0.62759113,0.6,0.0006291946
random,2,r336_c272_z120,active,272.0,336.0,120.0,0.64705884,0.6365028,0.0,0.0
random,2,r352_c256_z110,active,256.0,352.0,110.0,0.6509804,0.6376595,0.8,0.0006291946
random,2,r320_c464_z100,active,464.0,320.0,100.0,0.6509804,0.6321114,0.0,0.0006291946
random,2,r432_c160_z110,active,160.0,432.0,110.0,0.654902,0.6323415,0.48,0.0006291946
random,2,r400_c256_z130,active,256.0,400.0,130.0,0.64705884,0.6339311,0.0,0.0
random,2,r144_c256_z120,active,256.0,144.0,120.0,0.6509804,0.62603724,0.0,0.0
random,2,r448_c400_z100,active,400.0,448.0,100.0,0.6509804,0.6203131,0.12,0.0
random,2,r208_c320_z100,active,320.0,208.0,100.0,0.6509804,0.6333515,0.8,0.0
random,2,r272_c112_z110,active,112.0,272.0,110.0,0.654902,0.6361164,0.04,0.0
random,2,r224_c80_z110,active,80.0,224.0,110.0,0.6509804,0.6308733,0.0,0.0
random,2,r400_c32_z120,active,32.0,400.0,120.0,0.6509804,0.63588035,0.0,0.0
random,2,r448_c16_z120,active,16.0,448.0,120.0,0.6509804,0.62629384,0.0,0.0
random,2,r192_c240_z100,active,240.0,192.0,100.0,0.654902,0.6290932,0.36,0.0
random,2,r112_c96_z100,active,96.0,112.0,100.0,0.654902,0.6344107,0.56,0.0006291946
random,2,r32_c448_z130,active,448.0,32.0,130.0,0.6431373,0.6221154,0.0,0.0
random,2,r272_c48_z120,active,48.0,272.0,120.0,0.6392157,0.6341847,0.36,0.0
random,2,r32_c480_z100,active,480.0,32.0,100.0,0.63529414,0.6220906,1.0,0.0
random,2,r256_c160_z100,active,160.0,256.0,100.0,0.654902,0.63392854,0.4,0.0
random,2,r224_c96_z120,active,96.0,224.0,120.0,0.64705884,0.63080496,0.0,0.0006291946
random,2,r352_c176_z100,active,176.0,352.0,100.0,0.654902,0.6388223,0.0,0.0
random,2,r464_c352_z130,active,352.0,464.0,130.0,0.64705884,0.62140226,0.4,0.0
random,2,r480_c48_z100,active,48.0,480.0,100.0,0.654902,0.6242791,0.28,0.0
random,2,r160_c144_z120,active,144.0,160.0,120.0,0.6509804,0.630624,0.0,0.0
random,2,r224_c128_z130,active,128.0,224.0,130.0,0.64705884,0.629904,0.64,0.0
random,2,r112_c176_z120,active,176.0,112.0,120.0,0.64705884,0.6295759,0.6,0.0
random,2,r224_c208_z120,active,208.0,224.0,120.0,0.6509804,0.62989396,0.76,0.0
random,2,r112_c448_z120,active,448.0,112.0,120.0,0.6509804,0.6286441,0.0,0.0
random,2,r496_c400_z130,active,400.0,496.0,130.0,0.64705884,0.6159768,0.56,0.0
random,2,r400_c128_z110,active,128.0,400.0,110.0,0.64705884,0.6372834,0.0,0.0
random,2,r496_c480_z100,active,480.0,496.0,100.0,0.63529414,0.6152204,0.0,0.0
random,2,r400_c336_z100,active,336.0,400.0,100.0,0.654902,0.63190806,0.28,0.0006291946
random,2,r480_c240_z120,active,240.0,480.0,120.0,0.6392157,0.6259979,0.32,0.0
random,2,r176_c80_z100,active,80.0,176.0,100.0,0.654902,0.6340043,0.0,0.0006291946
random,2,r16_c32_z110,active,32.0,16.0,110.0,0.627451,0.624391,0.0,0.0
random,2,r480_c208_z110,active,208.0,480.0,110.0,0.6509804,0.6272429,0.8,0.0
random,2,r160_c432_z120,active,432.0,160.0,120.0,0.6431373,0.62977654,0.0,0.0
random,2,r160_c336_z130,active,336.0,160.0,130.0,0.64705884,0.63203764,0.0,0.0
random,2,r240_c384_z110,active,384.0,240.0,110.0,0.654902,0.63223535,0.24,0.0
random,2,r336_c336_z100,active,336.0,336.0,100.0,0.65882355,0.6330966,0.88,0.0
random,2,r400_c464_z130,active,464.0,400.0,130.0,0.64705884,0.6229319,0.76,0.0
random,2,r352_c480_z100,active,480.0,352.0,100.0,0.65882355,0.62801695,1.0,0.0006291946
random,2,r272_c272_z130,active,272.0,272.0,130.0,0.64705884,0.63368106,0.0,0.0
random,2,r96_c80_z120,active,80.0,96.0,120.0,0.64705884,0.62891215,0.0,0.0
random,2,r480_c0_z130,active,0.0,480.0,130.0,0.627451,0.6220185,0.0,0.0
random,2,r48_c144_z120,active,144.0,48.0,120.0,0.64705884,0.62610793,0.0,0.0
random,2,r304_c48_z110,active,48.0,304.0,110.0,0.6509804,0.63656616,0.0,0.0
random,2,r288_c128_z100,active,128.0,288.0,100.0,0.654902,0.63683593,0.0,0.0
random,2,r352_c480_z130,active,480.0,352.0,130.0,0.64705884,0.62414515,1.0,0.0006291946
random,2,r224_c384_z130,active,384.0,224.0,130.0,0.64705884,0.62993056,0.0,0.0
random,2,r464_c160_z110,active,160.0,464.0,110.0,0.64705884,0.6292498,0.0,0.0
random,2,r432_c496_z120,active,496.0,432.0,120.0,0.64705884,0.62244254,0.0,0.0
random,2,r304_c176_z110,active,176.0,304.0,110.0,0.6509804,0.6378077,0.04,0.0
random,2,r272_c368_z110,active,368.0,272.0,110.0,0.654902,0.6360545,0.24,0.0
random,2,r16_c448_z110,active,448.0,16.0,110.0,0.64705884,0.6226395,0.68,0.0
random,2,r112_c32_z120,active,32.0,112.0,120.0,0.64705884,0.6283654,0.8,0.0006291946
random,2,r144_c224_z110,active,224.0,144.0,110.0,0.654902,0.6301175,0.0,0.0
random,2,r48_c128_z100,active,128.0,48.0,100.0,0.654902,0.6305845,1.0,0.0
random,2,r16_c208_z100,active,208.0,16.0,100.0,0.6392157,0.62892354,0.0,0.0
random,2,r208_c256_z100,active,256.0,208.0,100.0,0.65882355,0.62818193,0.2,0.0
random,2,r16_c304_z100,active,304.0,16.0,100.0,0.65882355,0.6293728,0.88,0.0
random,2,r400_c352_z100,active,352.0,400.0,100.0,0.654902,0.63022333,0.44,0.0006291946
random,2,r352_c432_z130,active,432.0,352.0,130.0,0.64705884,0.6243715,0.24,0.0006291946
random,2,r320_c304_z120,active,304.0,320.0,120.0,0.64705884,0.63512176,0.0,0.0
random,2,r256_c208_z130,active,208.0,256.0,130.0,0.64705884,0.6313711,0.0,0.0
random,2,r432_c16_z130,active,16.0,432.0,130.0,0.64705884,0.626866,1.0,0.0
random,2,r352_c352_z110,active,352.0,352.0,110.0,0.6509804,0.6320844,0.96,0.0006291946
random,2,r320_c416_z130,active,416.0,320.0,130.0,0.64705884,0.62714946,0.16,0.0006291946
random,2,r368_c320_z110,active,320.0,368.0,110.0,0.654902,0.63526607,0.64,0.0
random,2,r304_c416_z130,active,416.0,304.0,130.0,0.64705884,0.62724876,0.0,0.0006291946
random,2,r272_c256_z110,active,256.0,272.0,110.0,0.6509804,0.63477474,0.6,0.0
random,2,r208_c336_z110,active,336.0,208.0,110.0,0.64705884,0.6348529,0.48,0.0
random,2,r144_c384_z120,active,384.0,144.0,120.0,0.64705884,0.63365275,0.48,0.0
random,2,r336_c320_z100,active,320.0,336.0,100.0,0.65882355,0.6344053,0.0,0.0
random,2,r224_c144_z100,active,144.0,224.0,100.0,0.654902,0.63070244,0.24,0.0
random,3,r272_c496_z100,active,496.0,272.0,100.0,0.64705884,0.6286226,0.16,0.0006291946
random,3,r160_c256_z110,active,256.0,160.0,110.0,0.654902,0.6278147,0.24,0.0
random,3,r352_c416_z100,active,416.0,352.0,100.0,0.65882355,0.6272091,1.0,0.0006291946
random,3,r464_c144_z130,active,144.0,464.0,130.0,0.64705884,0.6273991,1.0,0.0
random,3,r480_c16_z130,active,16.0,480.0,130.0,0.6313726,0.6217073,0.24,0.0
random,3,r112_c304_z130,active,304.0,112.0,130.0,0.6431373,0.6300923,1.0,0.0
random,3,r272_c224_z120,active,224.0,272.0,120.0,0.6509804,0.6342638,0.04,0.0
random,3,r464_c0_z120,active,0.0,464.0,120.0,0.63529414,0.6248285,0.0,0.0
random,3,r496_c240_z110,active,240.0,496.0,110.0,0.6431373,0.6252473,0.0,0.0
random,3,r288_c400_z120,active,400.0,288.0,120.0,0.6509804,0.63094,0.72,0.0
random,3,r336_c0_z120,active,0.0,336.0,120.0,0.64705884,0.6360586,0.0,0.0
random,3,r96_c192_z100,active,192.0,96.0,100.0,0.6509804,0.6326895,0.48,0.0
random,3,r16_c480_z120,active,480.0,16.0,120.0,0.627451,0.6215748,0.0,0.0
random,3,r144_c144_z110,active,144.0,144.0,110.0,0.6509804,0.63207364,0.0,0.0
random,3,r384_c288_z100,active,288.0,384.0,100.0,0.654902,0.6372141,0.0,0.0006291946
random,3,r16_c288_z110,active,288.0,16.0,110.0,0.654902,0.627681,0.0,0.0
random,3,r128_c464_z130,active,464.0,128.0,130.0,0.64705884,0.6237488,0.4,0.0
random,3,r256_c304_z110,active,304.0,256.0,110.0,0.6509804,0.6297642,0.76,0.0
random,3,r240_c160_z100,active,160.0,240.0,100.0,0.65882355,0.63241667,0.8,0.0
random,3,r240_c336_z100,active,336.0,240.0,100.0,0.6509804,0.6340715,0.76,0.0
random,3,r368_c0_z130,active,0.0,368.0,130.0,0.6431373,0.63467056,0.0,0.0
random,3,r320_c368_z120,active,368.0,320.0,120.0,0.6509804,0.63183457,0.0,0.0
random,3,r32_c240_z120,active,240.0,32.0,120.0,0.64705884,0.6329242,0.0,0.0
random,3,r288_c256_z110,active,256.0,288.0,110.0,0.6509804,0.6365789,0.48,0.0
random,3,r160_c352_z110,active,352.0,160.0,110.0,0.654902,0.6342442,0.0,0.0
random,3,r16_c336_z100,active,336.0,16.0,100.0,0.6509804,0.6274551,0.0,0.0
random,3,r464_c496_z100,active,496.0,464.0,100.0,0.6509804,0.6177474,0.0,0.0
random,3,r304_c144_z120,active,144.0,304.0,120.0,0.64705884,0.63755405,0.76,0.0
random,3,r64_c448_z120,active,448.0,64.0,120.0,0.6509804,0.6228559,0.0,0.0
random,3,r112_c320_z110,active,320.0,112.0,110.0,0.6509804,0.6357973,0.52,0.0
random,3,r32_c192_z130,active,192.0,32.0,130.0,0.6431373,0.6286536,0.0,0.0006291946
random,3,r352_c432_z120,active,432.0,352.0,120.0,0.64705884,0.62651503,0.24,0.0006291946
random,3,r48_c480_z130,active,480.0,48.0,130.0,0.63529414,0.6213507,0.0,0.0
random,3,r144_c80_z130,active,80.0,144.0,130.0,0.64705884,0.6289934,0.08,0.0006291946
random,3,r176_c0_z110,active,0.0,176.0,110.0,0.6509804,0.6275701,0.0,0.0006291946
random,3,r464_c160_z130,active,160.0,464.0,130.0,0.64705884,0.627069,0.0,0.0
random,3,r432_c352_z130,active,352.0,432.0,130.0,0.64705884,0.62297505,0.0,0.0006291946
random,3,r352_c384_z130,active,384.0,352.0,130.0,0.64705884,0.6265586,0.0,0.0006291946
random,3,r448_c80_z130,active,80.0,448.0,130.0,0.64705884,0.6299752,0.84,0.0
random,3,r64_c144_z120,active,144.0,64.0,120.0,0.6509804,0.6258945,0.0,0.0
random,3,r400_c208_z120,active,208.0,400.0,120.0,0.6509804,0.632234,0.24,0.0006291946
random,3,r320_c64_z100,active,64.0,320.0,100.0,0.654902,0.6389265,0.04,0.0
random,3,r320_c464_z110,active,464.0,320.0,110.0,0.6509804,0.6307254,0.0,0.0006291946
random,3,r320_c272_z100,active,272.0,320.0,100.0,0.65882355,0.6367288,0.0,0.0
random,3,r256_c304_z130,active,304.0,256.0,130.0,0.6431373,0.6294608,0.76,0.0
random,3,r144_c160_z110,active,160.0,144.0,110.0,0.6509804,0.6327897,0.6,0.0
random,3,r400_c288_z100,active,288.0,400.0,100.0,0.654902,0.63652265,0.16,0.0006291946
random,3,r432_c80_z120,active,80.0,432.0,120.0,0.6509804,0.6353459,0.4,0.0
random,3,r320_c0_z110,active,0.0,320.0,110.0,0.6509804,0.63645464,0.0,0.0
random,3,r384_c288_z130,active,288.0,384.0,130.0,0.64705884,0.63539386,0.0,0.0006291946
random,3,r464_c256_z110,active,256.0,464.0,110.0,0.64705884,0.62787795,0.0,0.0
random,3,r0_c336_z110,active,336.0,0.0,110.0,0.64705884,0.62532604,0.0,0.0
random,3,r368_c48_z100,active,48.0,368.0,100.0,0.654902,0.6401191,0.0,0.0
random,3,r128_c160_z120,active,160.0,128.0,120.0,0.6509804,0.6311099,0.6,0.0
random,3,r128_c112_z120,active,112.0,128.0,120.0,0.6509804,0.6310825,0.6,0.0006291946
random,3,r208_c96_z110,active,96.0,208.0,110.0,0.64705884,0.63106734,0.28,0.0006291946
random,3,r352_c496_z110,active,496.0,352.0,110.0,0.6509804,0.62665033,0.0,0.0
random,3,r208_c240_z130,active,240.0,208.0,130.0,0.64705884,0.6258493,0.2,0.0
random,3,r304_c496_z100,active,496.0,304.0,100.0,0.6509804,0.62929076,0.44,0.0006291946
random,3,r32_c112_z100,active,112.0,32.0,100.0,0.6509804,0.6296543,1.0,0.0
random,3,r208_c272_z120,active,272.0,208.0,120.0,0.64705884,0.6264025,0.0,0.0
random,3,r64_c112_z120,active,112.0,64.0,120.0,0.6509804,0.62820107,0.2,0.0
random,3,r32_c352_z120,active,352.0,32.0,120.0,0.6509804,0.6254947,0.0,0.0
random,3,r144_c256_z100,active,256.0,144.0,100.0,0.654902,0.631335,0.0,0.0
random,3,r240_c96_z110,active,96.0,240.0,110.0,0.654902,0.6328676,0.0,0.0006291946
random,3,r192_c64_z130,active,64.0,192.0,130.0,0.64705884,0.62929237,0.0,0.0006291946
random,3,r400_c240_z110,active,240.0,400.0,110.0,0.654902,0.63587475,0.32,0.0006291946
random,3,r160_c0_z120,active,0.0,160.0,120.0,0.64705884,0.625638,0.0,0.0006291946
random,3,r432_c320_z110,active,320.0,432.0,110.0,0.6509804,0.62844795,0.32,0.0006291946
random,3,r192_c352_z120,active,352.0,192.0,120.0,0.6509804,0.63288057,0.72,0.0
random,3,r176_c288_z110,active,288.0,176.0,110.0,0.654902,0.62928915,0.0,0.0
random,3,r432_c368_z120,active,368.0,432.0,120.0,0.64705884,0.6227745,0.0,0.0006291946
random,3,r48_c80_z120,active,80.0,48.0,120.0,0.6431373,0.62808484,0.0,0.0
random,3,r208_c288_z120,active,288.0,208.0,120.0,0.6509804,0.629289,0.16,0.0
random,3,r224_c48_z110,active,48.0,224.0,110.0,0.6392157,0.6301308,1.0,0.0006291946
random,3,r384_c192_z110,active,192.0,384.0,110.0,0.6509804,0.6362488,0.0,0.0
random,3,r400_c112_z110,active,112.0,400.0,110.0,0.6509804,0.6384078,0.0,0.0
random,3,r480_c288_z110,active,288.0,480.0,110.0,0.654902,0.6254039,0.76,0.0
random,3,r352_c256_z100,active,256.0,352.0,100.0,0.65882355,0.6374968,0.8,0.0006291946
random,3,r448_c352_z110,active,352.0,448.0,110.0,0.654902,0.62398005,1.0,0.0006291946
random,3,r32_c256_z110,active,256.0,32.0,110.0,0.6509804,0.6337588,0.0,0.0
random,3,r256_c320_z120,active,320.0,256.0,120.0,0.64705884,0.6311222,0.8,0.0
random,4,r64_c272_z130,active,272.0,64.0,130.0,0.64705884,0.6262444,0.68,0.0
random,4,r160_c272_z130,active,272.0,160.0,130.0,0.64705884,0.6245934,0.12,0.0
random,4,r304_c176_z100,active,176.0,304.0,100.0,0.6509804,0.6374782,0.04,0.0
random,4,r16_c480_z130,active,480.0,16.0,130.0,0.627451,0.62126964,0.0,0.0
random,4,r384_c352_z110,active,352.0,384.0,110.0,0.6509804,0.63145924,0.0,0.0006291946
random,4,r480_c96_z110,active,96.0,480.0,110.0,0.6509804,0.6255677,0.0,0.0
random,4,r480_c304_z100,active,304.0,480.0,100.0,0.65882355,0.62519556,0.0,0.0
random,4,r416_c176_z100,active,176.0,416.0,100.0,0.654902,0.6344061,0.4,0.0006291946
random,4,r320_c416_z100,active,416.0,320.0,100.0,0.654902,0.6303466,0.16,0.0006291946
random,4,r112_c160_z130,active,160.0,112.0,130.0,0.64705884,0.62626725,0.0,0.0006291946
random,4,r144_c16_z130,active,16.0,144.0,130.0,0.6431373,0.62382686,0.0,0.0006291946
random,4,r0_c464_z110,active,464.0,0.0,110.0,0.627451,0.62172544,0.0,0.0
random,4,r320_c176_z100,active,176.0,320.0,100.0,0.6509804,0.63875496,0.6,0.0
random,4,r304_c160_z110,active,160.0,304.0,110.0,0.6509804,0.63800704,0.0,0.0
random,4,r240_c272_z130,active,272.0,240.0,130.0,0.64705884,0.6295205,0.24,0.0
random,4,r432_c352_z120,active,352.0,432.0,120.0,0.6509804,0.6238765,0.0,0.0006291946
random,4,r352_c0_z100,active,0.0,352.0,100.0,0.64705884,0.6377709,0.0,0.0
random,4,r16_c32_z120,active,32.0,16.0,120.0,0.627451,0.6243427,0.0,0.0
random,4,r208_c224_z130,active,224.0,208.0,130.0,0.64705884,0.6269341,0.0,0.0
random,4,r16_c96_z120,active,96.0,16.0,120.0,0.63529414,0.62743443,0.0,0.0
random,4,r176_c224_z120,active,224.0,176.0,120.0,0.6509804,0.62789625,0.0,0.0
random,4,r32_c304_z120,active,304.0,32.0,120.0,0.6509804,0.62573594,1.0,0.0
random,4,r96_c96_z110,active,96.0,96.0,110.0,0.64705884,0.63076675,0.8,0.0
random,4,r416_c368_z110,active,368.0,416.0,110.0,0.6509804,0.62517816,0.0,0.0006291946
random,4,r384_c64_z130,active,64.0,384.0,130.0,0.6431373,0.6382093,0.0,0.0
random,4,r352_c64_z100,active,64.0,352.0,100.0,0.654902,0.6405752,0.0,0.0
random,4,r192_c272_z130,active,272.0,192.0,130.0,0.64705884,0.6239136,0.24,0.0
random,4,r304_c0_z100,active,0.0,304.0,100.0,0.654902,0.63618195,0.0,0.0
random,4,r192_c448_z110,active,448.0,192.0,110.0,0.6509804,0.6311452,0.0,0.0
random,4,r448_c48_z100,active,48.0,448.0,100.0,0.654902,0.63446623,0.48,0.0
random,4,r48_c192_z110,active,192.0,48.0,110.0,0.64705884,0.6311237,0.0,0.0006291946
random,4,r80_c400_z130,active,400.0,80.0,130.0,0.64705884,0.6250444,0.0,0.0
random,4,r192_c32_z110,active,32.0,192.0,110.0,0.64705884,0.6317445,0.0,0.0006291946
random,4,r176_c336_z100,active,336.0,176.0,100.0,0.654902,0.63626784,0.12,0.0
random,4,r432_c256_z120,active,256.0,432.0,120.0,0.6509804,0.63022375,1.0,0.0
random,4,r80_c224_z130,active,224.0,80.0,130.0,0.6431373,0.6278997,0.0,0.0
random,4,r32_c448_z120,active,448.0,32.0,120.0,0.64705884,0.62242943,0.0,0.0
random,4,r80_c240_z110,active,240.0,80.0,110.0,0.6509804,0.63456345,0.0,0.0
random,4,r304_c112_z100,active,112.0,304.0,100.0,0.654902,0.6385608,0.4,0.0
random,4,r272_c256_z130,active,256.0,272.0,130.0,0.64705884,0.63421696,0.6,0.0
random,4,r496_c16_z120,active,16.0,496.0,120.0,0.627451,0.6220916,0.0,0.0
random,4,r464_c160_z120,active,160.0,464.0,120.0,0.64705884,0.6283272,0.0,0.0
random,4,r16_c352_z130,active,352.0,16.0,130.0,0.64705884,0.6233014,0.0,0.0
random,4,r480_c368_z130,active,368.0,480.0,130.0,0.6431373,0.61939555,0.6,0.0
random,4,r496_c32_z120,active,32.0,496.0,120.0,0.6313726,0.6224403,0.12,0.0
random,4,r272_c416_z110,active,416.0,272.0,110.0,0.6509804,0.6314082,0.52,0.0
random,4,r96_c144_z130,active,144.0,96.0,130.0,0.64705884,0.6257276,0.12,0.0006291946
random,4,r64_c304_z110,active,304.0,64.0,110.0,0.6509804,0.63329977,0.0,0.0
random,4,r432_c160_z100,active,160.0,432.0,100.0,0.65882355,0.6329284,0.48,0.0006291946
random,4,r208_c272_z110,active,272.0,208.0,110.0,0.6509804,0.62724155,0.0,0.0
random,4,r32_c384_z120,active,384.0,32.0,120.0,0.6392157,0.6247153,1.0,0.0
random,4,r256_c0_z100,active,0.0,256.0,100.0,0.6313726,0.6326388,0.0,0.0
random,4,r352_c224_z100,active,224.0,352.0,100.0,0.654902,0.6376632,0.0,0.0
random,4,r400_c96_z120,active,96.0,400.0,120.0,0.64705884,0.63880897,0.0,0.0
random,4,r64_c496_z120,active,496.0,64.0,120.0,0.63529414,0.62091404,0.0,0.0
random,4,r240_c48_z130,active,48.0,240.0,130.0,0.63529414,0.6309464,0.96,0.0
random,4,r416_c240_z110,active,240.0,416.0,110.0,0.6509804,0.6341917,0.12,0.0
random,4,r464_c32_z130,active,32.0,464.0,130.0,0.6392157,0.6228071,0.44,0.0
random,4,r0_c288_z100,active,288.0,0.0,100.0,0.654902,0.62927413,0.0,0.0
random,4,r32_c176_z110,active,176.0,32.0,110.0,0.6509804,0.62872356,0.0,0.0
random,4,r96_c240_z100,active,240.0,96.0,100.0,0.654902,0.63411736,0.0,0.0
random,4,r48_c448_z120,active,448.0,48.0,120.0,0.64705884,0.622324,0.0,0.0
random,4,r64_c64_z100,active,64.0,64.0,100.0,0.654902,0.62873113,0.36,0.0
random,4,r144_c304_z110,active,304.0,144.0,110.0,0.6509804,0.63197005,0.0,0.0
random,4,r352_c384_z100,active,384.0,352.0,100.0,0.65882355,0.6299845,0.0,0.0006291946
random,4,r0_c272_z100,active,272.0,0.0,100.0,0.654902,0.62939376,0.0,0.0
random,4,r320_c208_z130,active,208.0,320.0,130.0,0.64705884,0.63635004,0.8,0.0
random,4,r432_c432_z130,active,432.0,432.0,130.0,0.64705884,0.6210083,0.24,0.0
random,4,r432_c336_z100,active,336.0,432.0,100.0,0.6509804,0.6264629,0.16,0.0006291946
random,4,r384_c256_z100,active,256.0,384.0,100.0,0.65882355,0.63713914,0.88,0.0006291946
random,4,r144_c224_z120,active,224.0,144.0,120.0,0.6509804,0.6282532,0.0,0.0
random,4,r0_c48_z100,active,48.0,0.0,100.0,0.627451,0.6253526,0.0,0.0
random,4,r352_c400_z100,active,400.0,352.0,100.0,0.65882355,0.6293238,0.92,0.0006291946
random,4,r0_c112_z130,active,112.0,0.0,130.0,0.6313726,0.62634665,0.0,0.0
random,4,r80_c0_z100,active,0.0,80.0,100.0,0.6392157,0.62249625,0.0,0.0
random,4,r128_c272_z120,active,272.0,128.0,120.0,0.64705884,0.6279064,0.2,0.0
random,4,r416_c176_z130,active,176.0,416.0,130.0,0.64705884,0.63127875,0.4,0.0006291946
random,4,r496_c400_z100,active,400.0,496.0,100.0,0.654902,0.61683834,0.56,0.0
random,4,r64_c128_z120,active,128.0,64.0,120.0,0.6509804,0.6268811,0.6,0.0
random,4,r176_c48_z110,active,48.0,176.0,110.0,0.6509804,0.63348204,0.96,0.0006291946
random,4,r336_c160_z100,active,160.0,336.0,100.0,0.65882355,0.6393291,0.0,0.0
random,4,r432_c128_z110,active,128.0,432.0,110.0,0.6509804,0.63445896,0.52,0.0006291946
random,5,r272_c256_z120,active,256.0,272.0,120.0,0.64705884,0.6346398,0.6,0.0
random,5,r496_c240_z100,active,240.0,496.0,100.0,0.6431373,0.62622625,0.0,0.0
random,5,r368_c112_z120,active,112.0,368.0,120.0,0.6509804,0.6393386,0.36,0.0
random,5,r256_c80_z100,active,80.0,256.0,100.0,0.65882355,0.63453984,0.64,0.0006291946
random,5,r192_c448_z100,active,448.0,192.0,100.0,0.6509804,0.6327299,0.0,0.0
random,5,r64_c272_z120,active,272.0,64.0,120.0,0.64705884,0.6303534,0.68,0.0
random,5,r176_c96_z110,active,96.0,176.0,110.0,0.6509804,0.63293546,0.56,0.0006291946
random,5,r224_c496_z100,active,496.0,224.0,100.0,0.6431373,0.6275696,0.8,0.0
random,5,r16_c112_z100,active,112.0,16.0,100.0,0.63529414,0.62892604,0.0,0.0
random,5,r256_c272_z110,active,272.0,256.0,110.0,0.6509804,0.6316325,0.0,0.0
random,5,r160_c416_z130,active,416.0,160.0,130.0,0.64705884,0.6293966,0.0,0.0
random,5,r64_c224_z100,active,224.0,64.0,100.0,0.654902,0.63395506,0.32,0.0
random,5,r384_c304_z100,active,304.0,384.0,100.0,0.654902,0.63664937,0.52,0.0006291946
random,5,r304_c288_z130,active,288.0,304.0,130.0,0.64705884,0.63496006,0.0,0.0
random,5,r144_c48_z100,active,48.0,144.0,100.0,0.6509804,0.6355455,0.76,0.0006291946
random,5,r32_c400_z120,active,400.0,32.0,120.0,0.6431373,0.6242748,0.0,0.0
random,5,r240_c352_z130,active,352.0,240.0,130.0,0.64705884,0.628941,0.2,0.0
random,5,r272_c144_z100,active,144.0,272.0,100.0,0.654902,0.6345773,0.76,0.0
random,5,r160_c400_z120,active,400.0,160.0,120.0,0.6509804,0.632509,0.92,0.0
random,5,r160_c320_z100,active,320.0,160.0,100.0,0.654902,0.6353116,0.0,0.0
random,5,r96_c256_z120,active,256.0,96.0,120.0,0.6509804,0.6282702,0.32,0.0
random,5,r32_c336_z100,active,336.0,32.0,100.0,0.6509804,0.6314723,0.88,0.0
random,5,r240_c176_z100,active,176.0,240.0,100.0,0.6509804,0.6322501,0.0,0.0
random,5,r416_c192_z100,active,192.0,416.0,100.0,0.654902,0.63226753,0.0,0.0006291946
random,5,r96_c464_z120,active,464.0,96.0,120.0,0.64705884,0.6243063,0.0,0.0
random,5,r160_c144_z110,active,144.0,160.0,110.0,0.654902,0.6325537,0.0,0.0
random,5,r128_c192_z120,active,192.0,128.0,120.0,0.64705884,0.6302268,0.0,0.0
random,5,r192_c416_z100,active,416.0,192.0,100.0,0.6509804,0.6351476,0.0,0.0
